Timestamp,Users_id,__v,_id,pesquisa_txt
2021-08-02T15:00:17.865Z,61014705970082f592719864,,6107febc970082f59271986c,teste_pesquisa
2021-08-03T16:56:57.681Z,61014705970082f592719864,0,610975598e1f695460afa161,arrefecimento
2021-08-03T17:31:41.553Z,61014705970082f592719864,0,61097d7d3c1a0675a40227a6,?
2021-08-03T17:31:45.446Z,61014705970082f592719864,0,61097d813c1a0675a40227a9,?
2021-08-03T17:38:13.910Z,61014705970082f592719864,0,61097f053c1a0675a40227ac,?
2021-08-03T17:40:16.680Z,61014705970082f592719864,0,61097f803c1a0675a40227af,?
2021-08-03T17:44:31.964Z,61014705970082f592719864,0,6109807f3c1a0675a40227b2,?
2021-08-04T08:23:53.874Z,61014705970082f592719864,0,610a4e993c1a0675a40227bc,?
2021-08-04T08:26:23.818Z,61014705970082f592719864,0,610a4f2f3c1a0675a40227bf,?
2021-08-04T08:35:44.228Z,61014705970082f592719864,0,610a51603c1a0675a40227c2,?
2021-08-04T09:15:20.404Z,61014705970082f592719864,0,610a5aa883acd8a4b03bb28a,Co_20
2021-08-04T09:15:39.505Z,61014705970082f592719864,0,610a5abb83acd8a4b03bb28d,arr
2021-08-04T09:15:58.344Z,61014705970082f592719864,0,610a5ace83acd8a4b03bb290,porta
2021-08-04T09:16:45.348Z,61014705970082f592719864,0,610a5afd83acd8a4b03bb293,"Espaços de serviços administrativos, comerciais e de proteção"
2021-08-04T09:22:44.289Z,61014705970082f592719864,0,610a5c6483acd8a4b03bb296,"Espaços de serviços administrativos, comerciais e de proteção"
2021-08-04T09:24:01.510Z,61014705970082f592719864,0,610a5cb183acd8a4b03bb299,Co_20
2021-08-04T09:30:27.419Z,61014705970082f592719864,0,610a5e3383acd8a4b03bb29d,""""
2021-08-04T09:33:18.552Z,61014705970082f592719864,0,610a5ede83acd8a4b03bb2a1, 
2021-08-04T09:37:15.810Z,61014705970082f592719864,0,610a5fcb0e65e619d490e46a,porta
2021-08-04T09:37:25.325Z,61014705970082f592719864,0,610a5fd50e65e619d490e46d,porta
2021-08-04T09:53:00.627Z,61014705970082f592719864,0,610a637ce48583463cf308bf,Co_20
2021-08-04T09:54:12.942Z,61014705970082f592719864,0,610a63c4bc1fa1637c966d46,Co_20
2021-08-04T09:58:09.428Z,61014705970082f592719864,0,610a64b1c668ca22d0809ad3,Co_20
2021-08-04T09:59:06.463Z,61014705970082f592719864,0,610a64ea69a67474bcb3058a,Co_20
2021-08-04T10:00:22.784Z,61014705970082f592719864,0,610a653681099e5ee0a93c9f,Co_20
2021-08-04T10:06:14.658Z,61014705970082f592719864,0,610a6696e97a654d24d839f2,Co_20
2021-08-04T10:07:56.220Z,61014705970082f592719864,0,610a66fce97a654d24d839f5,Co_20
2021-08-04T10:10:55.388Z,61014705970082f592719864,0,610a67af0c94df9ba43913a8,Co_20
2021-08-04T10:15:38.474Z,61014705970082f592719864,0,610a68ca7ff3e44a1c727331,Co_20
2021-08-04T10:15:39.696Z,61014705970082f592719864,0,610a68cb7ff3e44a1c727334,Co_20
2021-08-04T10:16:23.305Z,61014705970082f592719864,0,610a68f78c1f611b309277b4,Co_20
2021-08-04T10:20:39.133Z,61014705970082f592719864,0,610a69f739d0ce62b4fad5ad,Co_20
2021-08-04T10:20:40.027Z,61014705970082f592719864,0,610a69f839d0ce62b4fad5b0,Co_20
2021-08-04T10:20:40.474Z,61014705970082f592719864,0,610a69f839d0ce62b4fad5b3,Co_20
2021-08-04T10:20:40.657Z,61014705970082f592719864,0,610a69f839d0ce62b4fad5b6,Co_20
2021-08-04T10:20:40.826Z,61014705970082f592719864,0,610a69f839d0ce62b4fad5b9,Co_20
2021-08-04T10:20:41.160Z,61014705970082f592719864,0,610a69f939d0ce62b4fad5bd,Co_20
2021-08-04T10:20:41.300Z,61014705970082f592719864,0,610a69f939d0ce62b4fad5c0,Co_20
2021-08-04T10:20:41.306Z,61014705970082f592719864,0,610a69f939d0ce62b4fad5c2,Co_20
2021-08-04T14:43:00.433Z,61014705970082f592719864,0,610aa77439d0ce62b4fad5c5,Co_20
2021-08-04T14:43:23.661Z,61014705970082f592719864,0,610aa78b39d0ce62b4fad5c8,Co_20
2021-08-04T14:43:24.955Z,61014705970082f592719864,0,610aa78c39d0ce62b4fad5cb,Co_20
2021-08-04T14:43:25.660Z,61014705970082f592719864,0,610aa78d39d0ce62b4fad5ce,Co_20
2021-08-04T14:43:26.221Z,61014705970082f592719864,0,610aa78e39d0ce62b4fad5d1,Co_20
2021-08-04T14:43:26.577Z,61014705970082f592719864,0,610aa78e39d0ce62b4fad5d4,Co_20
2021-08-04T14:47:40.383Z,61014705970082f592719864,0,610aa88c84d4192d64d54def,Co_20
2021-08-04T14:49:44.901Z,61014705970082f592719864,0,610aa908416f767ca0b48b75,Co_20
2021-08-04T14:59:25.621Z,61014705970082f592719864,0,610aab4d82290159383d076c,Co_20
2021-08-04T15:00:12.315Z,61014705970082f592719864,0,610aab7ce7702c4214f73bd2,Co_20
2021-08-04T15:07:28.070Z,61014705970082f592719864,0,610aad30bb1e9e1d646e284f,Co_20
2021-08-04T15:15:29.264Z,61014705970082f592719864,0,610aaf11bb1e9e1d646e2852,Co_20
2021-08-04T15:15:38.384Z,61014705970082f592719864,0,610aaf1abb1e9e1d646e2855,porta
2021-08-04T15:19:50.206Z,61014705970082f592719864,0,610ab016bb1e9e1d646e2858,porta
2021-08-04T15:23:33.171Z,61014705970082f592719864,0,610ab0f5f357ee3a10d13492,porta
2021-08-04T15:24:03.162Z,61014705970082f592719864,0,610ab113f357ee3a10d13495,porta
2021-08-04T15:24:06.172Z,61014705970082f592719864,0,610ab116f357ee3a10d13498,porta
2021-08-04T15:24:10.129Z,61014705970082f592719864,0,610ab11af357ee3a10d1349b,porta
2021-08-04T15:24:13.214Z,61014705970082f592719864,0,610ab11df357ee3a10d1349e,porta
2021-08-04T15:42:53.265Z,61014705970082f592719864,0,610ab57df357ee3a10d134a1,porta
2021-08-04T15:48:01.256Z,61014705970082f592719864,0,610ab6b174a4d471d8db7013,porta
2021-08-04T15:51:57.516Z,61014705970082f592719864,0,610ab79da17f874d10f26674,porta
2021-08-04T15:52:54.039Z,61014705970082f592719864,0,610ab7d6500caf78c87d91f2,porta
2021-08-04T15:57:02.945Z,61014705970082f592719864,0,610ab8ce8dc0043a28f4cf2b,porta
